tf.contrib.eager.async_wait,,
tf.contrib.eager.clear_execution_callbacks,,
tf.contrib.eager.connect_to_remote_host,,
tf.contrib.eager.custom_gradient,,
tf.contrib.eager.defun,,
tf.contrib.eager.enable_eager_execution,,
tf.contrib.eager.enable_remote_eager_execution,,
tf.contrib.eager.executing_eagerly,,
tf.contrib.eager.execution_mode,,
tf.contrib.eager.get_optimizer_variables,,
tf.contrib.eager.gradients_function,,
tf.contrib.eager.implicit_gradients,,
tf.contrib.eager.implicit_value_and_gradients,,
tf.contrib.eager.in_eager_mode,,
tf.contrib.eager.inf_callback,,
tf.contrib.eager.inf_nan_callback,,
tf.contrib.eager.list_devices,,
tf.contrib.eager.make_template,,
tf.contrib.eager.metrics,,
tf.contrib.eager.metrics.Accuracy,,
tf.contrib.eager.metrics.BinaryAccuracy,,
tf.contrib.eager.metrics.CategoricalAccuracy,,
tf.contrib.eager.metrics.Mean,,
tf.contrib.eager.metrics.Metric,,
tf.contrib.eager.metrics.SparseAccuracy,,
tf.contrib.eager.nan_callback,,
tf.contrib.eager.num_gpus,,
tf.contrib.eager.py_func,,
tf.contrib.eager.restore_network_checkpoint,,
tf.contrib.eager.restore_variables_on_create,,
tf.contrib.eager.run,,
tf.contrib.eager.run_all_tests_in_graph_and_eager_modes,,
tf.contrib.eager.run_test_in_graph_and_eager_modes,,
tf.contrib.eager.save_network_checkpoint,,
tf.contrib.eager.set_execution_mode,,
tf.contrib.eager.set_server_def,,
tf.contrib.eager.seterr,,
tf.contrib.eager.value_and_gradients_function,,
tf.contrib.estimator,,tf.estimator
tf.contrib.estimator.BaselineEstimator,,tf.estimator.BaselineEstimator
tf.contrib.estimator.DNNClassifierWithLayerAnnotations,,
tf.contrib.estimator.DNNEstimator,,tf.estimator.DNNEstimator
tf.contrib.estimator.DNNLinearCombinedEstimator,,tf.estimator.DNNLinearCombinedEstimator
tf.contrib.estimator.DNNRegressorWithLayerAnnotations,,
tf.contrib.estimator.InMemoryEvaluatorHook,,
tf.contrib.estimator.LinearEstimator,,tf.estimator.LinearEstimator
tf.contrib.estimator.RNNClassifier,,
tf.contrib.estimator.RNNEstimator,,
tf.contrib.estimator.SavedModelEstimator,,
tf.contrib.estimator.TowerOptimizer,,
tf.contrib.estimator.add_metrics,,tf.estimator.add_metrics
tf.contrib.estimator.binary_classification_head,,
tf.contrib.estimator.boosted_trees_classifier_train_in_memory,,
tf.contrib.estimator.boosted_trees_regressor_train_in_memory,,
tf.contrib.estimator.build_raw_supervised_input_receiver_fn,,
tf.contrib.estimator.build_supervised_input_receiver_fn_from_input_fn,,
tf.contrib.estimator.call_logit_fn,,tf.estimator.experimental.call_logit_fn
tf.contrib.estimator.clip_gradients_by_norm,,
tf.contrib.estimator.dnn_logit_fn_builder,,tf.estimator.experimental.dnn_logit_fn_builder
tf.contrib.estimator.export_all_saved_models,,
tf.contrib.estimator.export_saved_model_for_mode,,
tf.contrib.estimator.forward_features,,
tf.contrib.estimator.linear_logit_fn_builder,,tf.estimator.experimental.linear_logit_fn_builder
tf.contrib.estimator.logistic_regression_head,, 
tf.contrib.estimator.make_early_stopping_hook,,tf.estimator.experimental.make_early_stopping_hook
tf.contrib.estimator.make_stop_at_checkpoint_step_hook,,tf.estimator.experimental.make_stop_at_checkpoint_step_hook
tf.contrib.estimator.multi_class_head,,
tf.contrib.estimator.multi_head,,
tf.contrib.estimator.multi_label_head,,
tf.contrib.estimator.poisson_regression_head,,
tf.contrib.estimator.read_eval_metrics,,
tf.contrib.estimator.regression_head,,
tf.contrib.estimator.replicate_model_fn,,
tf.contrib.estimator.stop_if_higher_hook,,tf.estimator.experimental.stop_if_higher_hook
tf.contrib.estimator.stop_if_lower_hook,,tf.estimator.experimental.stop_if_lower_hook
tf.contrib.estimator.stop_if_no_decrease_hook,,tf.estimator.experimental.stop_if_no_decrease_hook
tf.contrib.estimator.stop_if_no_increase_hook,,tf.estimator.experimental.stop_if_no_increase_hook
tf.contrib.factorization,,rebuild in core?
tf.contrib.factorization.GMM,,
tf.contrib.factorization.GmmAlgorithm,,
tf.contrib.factorization.KMeans,,
tf.contrib.factorization.KMeansClustering,,
tf.contrib.factorization.WALSMatrixFactorization,,
tf.contrib.factorization.WALSModel,,
tf.contrib.factorization.gmm,,
tf.contrib.feature_column,,tf.feature_column
tf.contrib.feature_column.sequence_categorical_column_with_hash_bucket,,tf.feature_column.sequence_categorical_column_with_hash_bucket
tf.contrib.feature_column.sequence_categorical_column_with_identity,,tf.feature_column.sequence_categorical_column_with_identity
tf.contrib.feature_column.sequence_categorical_column_with_vocabulary_file,,tf.feature_column.sequence_categorical_column_with_vocabulary_file
tf.contrib.feature_column.sequence_categorical_column_with_vocabulary_list,,tf.feature_column.sequence_categorical_column_with_vocabulary_list
tf.contrib.feature_column.sequence_input_layer,,tf.feature_column.sequence_input_layer
tf.contrib.feature_column.sequence_numeric_column,,tf.feature_column.sequence_numeric_column
tf.contrib.ffmpeg,,
tf.contrib.ffmpeg.decode_audio,,
tf.contrib.ffmpeg.decode_video,,
tf.contrib.ffmpeg.encode_audio,,
tf.contrib.framework,,"partially move to core, delete the rest"
tf.contrib.framework.BoundedTensorSpec,,
tf.contrib.framework.CriticalSection,,
tf.contrib.framework.RecordInput,,
tf.contrib.framework.TensorSpec,,
tf.contrib.framework.VariableDeviceChooser,,
tf.contrib.framework.add_arg_scope,,
tf.contrib.framework.add_model_variable,,
tf.contrib.framework.arg_scope,,
tf.contrib.framework.arg_scoped_arguments,,
tf.contrib.framework.argsort,,tf.argsort / tf.sort / tf.searchsorted
tf.contrib.framework.assert_global_step,,
tf.contrib.framework.assert_or_get_global_step,,
tf.contrib.framework.assert_same_float_dtype,,
tf.contrib.framework.assert_scalar,,
tf.contrib.framework.assert_scalar_int,,
tf.contrib.framework.assign_from_checkpoint,,
tf.contrib.framework.assign_from_checkpoint_fn,,
tf.contrib.framework.assign_from_values,,
tf.contrib.framework.assign_from_values_fn,,
tf.contrib.framework.convert_to_tensor_or_sparse_tensor,,
tf.contrib.framework.convolutional_delta_orthogonal,,
tf.contrib.framework.convolutional_orthogonal_1d,,
tf.contrib.framework.convolutional_orthogonal_2d,,
tf.contrib.framework.convolutional_orthogonal_3d,,
tf.contrib.framework.create_global_step,,
tf.contrib.framework.current_arg_scope,,
tf.contrib.framework.deprecated,,
tf.contrib.framework.deprecated_arg_values,,
tf.contrib.framework.deprecated_args,,
tf.contrib.framework.filter_variables,,
tf.contrib.framework.fuse_op,,
tf.contrib.framework.get_global_step,,
tf.contrib.framework.get_graph_from_inputs,,
tf.contrib.framework.get_local_variables,,
tf.contrib.framework.get_model_variables,,
tf.contrib.framework.get_name_scope,,
tf.contrib.framework.get_or_create_global_step,,
tf.contrib.framework.get_placeholders,,
tf.contrib.framework.get_trainable_variables,,
tf.contrib.framework.get_unique_variable,,
tf.contrib.framework.get_variable_full_name,,
tf.contrib.framework.get_variables,,
tf.contrib.framework.get_variables_by_name,,
tf.contrib.framework.get_variables_by_suffix,,
tf.contrib.framework.get_variables_to_restore,,
tf.contrib.framework.global_variable,,
tf.contrib.framework.has_arg_scope,,
tf.contrib.framework.init_from_checkpoint,,
tf.contrib.framework.is_tensor,,
tf.contrib.framework.list_variables,,
tf.contrib.framework.load_and_remap_matrix_initializer,,
tf.contrib.framework.load_checkpoint,,
tf.contrib.framework.load_embedding_initializer,,
tf.contrib.framework.load_linear_multiclass_bias_initializer,,
tf.contrib.framework.load_variable,,
tf.contrib.framework.load_variable_slot_initializer,,
tf.contrib.framework.local_variable,,
tf.contrib.framework.model_variable,,
tf.contrib.framework.nest,,tf.nest
tf.contrib.framework.nest.assert_same_structure,,
tf.contrib.framework.nest.assert_shallow_structure,,
tf.contrib.framework.nest.flatten,,tf.nest.flatten
tf.contrib.framework.nest.flatten_dict_items,,
tf.contrib.framework.nest.flatten_up_to,,
tf.contrib.framework.nest.flatten_with_joined_string_paths,,
tf.contrib.framework.nest.get_traverse_shallow_structure,,
tf.contrib.framework.nest.is_sequence,,
tf.contrib.framework.nest.map_structure,,
tf.contrib.framework.nest.map_structure_up_to,,
tf.contrib.framework.nest.map_structure_with_paths,,
tf.contrib.framework.nest.pack_sequence_as,,
tf.contrib.framework.nest.yield_flat_paths,,
tf.contrib.framework.prepend_name_scope,,
tf.contrib.framework.py_func,,
tf.contrib.framework.reduce_sum_n,,
tf.contrib.framework.remove_squeezable_dimensions,,
tf.contrib.framework.smart_case,,
tf.contrib.framework.smart_cond,,
tf.contrib.framework.smart_constant_value,,
tf.contrib.framework.sort,,tf.sort
tf.contrib.framework.strip_name_scope,,
tf.contrib.framework.variable,,
tf.contrib.framework.with_same_shape,,
tf.contrib.framework.with_shape,,
tf.contrib.framework.zero_initializer,,
tf.contrib.gan,,moving to own repo
tf.contrib.gan.ACGANModel,,
tf.contrib.gan.CycleGANLoss,,
tf.contrib.gan.CycleGANModel,,
tf.contrib.gan.GANLoss,,
tf.contrib.gan.GANModel,,
tf.contrib.gan.GANTrainOps,,
tf.contrib.gan.GANTrainSteps,,
tf.contrib.gan.InfoGANModel,,
tf.contrib.gan.RunTrainOpsHook,,
tf.contrib.gan.StarGANModel,,
tf.contrib.gan.acgan_model,,
tf.contrib.gan.cyclegan_loss,,
tf.contrib.gan.cyclegan_model,,
tf.contrib.gan.estimator,,
tf.contrib.gan.estimator.GANEstimator,,
tf.contrib.gan.estimator.GANHead,,
tf.contrib.gan.estimator.StarGANEstimator,,
tf.contrib.gan.estimator.SummaryType,,
tf.contrib.gan.estimator.gan_estimator,,
tf.contrib.gan.estimator.gan_estimator.GANEstimator,,
tf.contrib.gan.estimator.gan_estimator.SummaryType,,
tf.contrib.gan.estimator.gan_head,,
tf.contrib.gan.estimator.head,,
tf.contrib.gan.estimator.head.GANHead,,
tf.contrib.gan.estimator.head.gan_head,,
tf.contrib.gan.estimator.stargan_estimator,,
tf.contrib.gan.estimator.stargan_estimator.StarGANEstimator,,
tf.contrib.gan.estimator.stargan_estimator.SummaryType,,
tf.contrib.gan.eval,,
tf.contrib.gan.eval.add_cyclegan_image_summaries,,
tf.contrib.gan.eval.add_gan_model_image_summaries,,
tf.contrib.gan.eval.add_gan_model_summaries,,
tf.contrib.gan.eval.add_image_comparison_summaries,,
tf.contrib.gan.eval.add_regularization_loss_summaries,,
tf.contrib.gan.eval.add_stargan_image_summaries,,
tf.contrib.gan.eval.classifier_metrics,,
tf.contrib.gan.eval.classifier_metrics.classifier_score,,
tf.contrib.gan.eval.classifier_metrics.classifier_score_from_logits,,
tf.contrib.gan.eval.classifier_metrics.diagonal_only_frechet_classifier_distance_from_activations,,
tf.contrib.gan.eval.classifier_metrics.frechet_classifier_distance,,
tf.contrib.gan.eval.classifier_metrics.frechet_classifier_distance_from_activations,,
tf.contrib.gan.eval.classifier_metrics.get_graph_def_from_disk,,
tf.contrib.gan.eval.classifier_metrics.get_graph_def_from_resource,,
tf.contrib.gan.eval.classifier_metrics.get_graph_def_from_url_tarball,,
tf.contrib.gan.eval.classifier_metrics.mean_only_frechet_classifier_distance_from_activations,,
tf.contrib.gan.eval.classifier_metrics.preprocess_image,,
tf.contrib.gan.eval.classifier_metrics.run_image_classifier,,
tf.contrib.gan.eval.classifier_metrics.run_inception,,
tf.contrib.gan.eval.classifier_score,,
tf.contrib.gan.eval.classifier_score_from_logits,,
tf.contrib.gan.eval.diagonal_only_frechet_classifier_distance_from_activations,,
tf.contrib.gan.eval.eval_utils,,
tf.contrib.gan.eval.eval_utils.image_grid,,
tf.contrib.gan.eval.eval_utils.image_reshaper,,
tf.contrib.gan.eval.frechet_classifier_distance,,
tf.contrib.gan.eval.frechet_classifier_distance_from_activations,,
tf.contrib.gan.eval.get_graph_def_from_disk,,
tf.contrib.gan.eval.get_graph_def_from_resource,,
tf.contrib.gan.eval.get_graph_def_from_url_tarball,,
tf.contrib.gan.eval.image_grid,,
tf.contrib.gan.eval.image_reshaper,,
tf.contrib.gan.eval.mean_only_frechet_classifier_distance_from_activations,,
tf.contrib.gan.eval.preprocess_image,,
tf.contrib.gan.eval.run_image_classifier,,
tf.contrib.gan.eval.run_inception,,
tf.contrib.gan.eval.sliced_wasserstein_distance,,
tf.contrib.gan.eval.summaries,,
tf.contrib.gan.eval.summaries.add_cyclegan_image_summaries,,
tf.contrib.gan.eval.summaries.add_gan_model_image_summaries,,
tf.contrib.gan.eval.summaries.add_gan_model_summaries,,
tf.contrib.gan.eval.summaries.add_image_comparison_summaries,,
tf.contrib.gan.eval.summaries.add_regularization_loss_summaries,,
tf.contrib.gan.eval.summaries.add_stargan_image_summaries,,
tf.contrib.gan.features,,
tf.contrib.gan.features.VBN,,
tf.contrib.gan.features.clip_discriminator_weights,,
tf.contrib.gan.features.clip_variables,,
tf.contrib.gan.features.condition_tensor,,
tf.contrib.gan.features.condition_tensor_from_onehot,,
tf.contrib.gan.features.tensor_pool,,
tf.contrib.gan.gan_loss,,
tf.contrib.gan.gan_model,,
tf.contrib.gan.gan_train,,
tf.contrib.gan.gan_train_ops,,
tf.contrib.gan.get_joint_train_hooks,,
tf.contrib.gan.get_sequential_train_hooks,,
tf.contrib.gan.get_sequential_train_steps,,
tf.contrib.gan.infogan_model,,
tf.contrib.gan.losses,,
tf.contrib.gan.losses.acgan_discriminator_loss,,
tf.contrib.gan.losses.acgan_generator_loss,,
tf.contrib.gan.losses.combine_adversarial_loss,,
tf.contrib.gan.losses.cycle_consistency_loss,,
tf.contrib.gan.losses.least_squares_discriminator_loss,,
tf.contrib.gan.losses.least_squares_generator_loss,,
tf.contrib.gan.losses.minimax_discriminator_loss,,
tf.contrib.gan.losses.minimax_generator_loss,,
tf.contrib.gan.losses.modified_discriminator_loss,,
tf.contrib.gan.losses.modified_generator_loss,,
tf.contrib.gan.losses.mutual_information_penalty,,
tf.contrib.gan.losses.stargan_discriminator_loss_wrapper,,
tf.contrib.gan.losses.stargan_generator_loss_wrapper,,
tf.contrib.gan.losses.stargan_gradient_penalty_wrapper,,
tf.contrib.gan.losses.wargs,,
tf.contrib.gan.losses.wargs.acgan_discriminator_loss,,
tf.contrib.gan.losses.wargs.acgan_generator_loss,,
tf.contrib.gan.losses.wargs.combine_adversarial_loss,,
tf.contrib.gan.losses.wargs.cycle_consistency_loss,,
tf.contrib.gan.losses.wargs.least_squares_discriminator_loss,,
tf.contrib.gan.losses.wargs.least_squares_generator_loss,,
tf.contrib.gan.losses.wargs.minimax_discriminator_loss,,
tf.contrib.gan.losses.wargs.minimax_generator_loss,,
tf.contrib.gan.losses.wargs.modified_discriminator_loss,,
tf.contrib.gan.losses.wargs.modified_generator_loss,,
tf.contrib.gan.losses.wargs.mutual_information_penalty,,
tf.contrib.gan.losses.wargs.wasserstein_discriminator_loss,,
tf.contrib.gan.losses.wargs.wasserstein_generator_loss,,
tf.contrib.gan.losses.wargs.wasserstein_gradient_penalty,,
tf.contrib.gan.losses.wasserstein_discriminator_loss,,
tf.contrib.gan.losses.wasserstein_generator_loss,,
tf.contrib.gan.losses.wasserstein_gradient_penalty,,
tf.contrib.gan.stargan_loss,,
tf.contrib.gan.stargan_model,,
tf.contrib.graph_editor,,deprecated
tf.contrib.graph_editor.ControlOutputs,,
tf.contrib.graph_editor.SubGraphView,,
tf.contrib.graph_editor.Transformer,,
tf.contrib.graph_editor.TransformerInfo,,
tf.contrib.graph_editor.add_control_inputs,,
tf.contrib.graph_editor.assign_renamed_collections_handler,,
tf.contrib.graph_editor.bypass,,
tf.contrib.graph_editor.can_be_regex,,
tf.contrib.graph_editor.check_cios,,
tf.contrib.graph_editor.compute_boundary_ts,,
tf.contrib.graph_editor.connect,,
tf.contrib.graph_editor.copy,,
tf.contrib.graph_editor.copy_op_handler,,
tf.contrib.graph_editor.copy_with_input_replacements,,
tf.contrib.graph_editor.detach,,
tf.contrib.graph_editor.detach_control_inputs,,
tf.contrib.graph_editor.detach_control_outputs,,
tf.contrib.graph_editor.detach_inputs,,
tf.contrib.graph_editor.detach_outputs,,
tf.contrib.graph_editor.edit,,
tf.contrib.graph_editor.filter_ops,,
tf.contrib.graph_editor.filter_ops_from_regex,,
tf.contrib.graph_editor.filter_ts,,
tf.contrib.graph_editor.filter_ts_from_regex,,
tf.contrib.graph_editor.get_backward_walk_ops,,
tf.contrib.graph_editor.get_consuming_ops,,
tf.contrib.graph_editor.get_forward_walk_ops,,
tf.contrib.graph_editor.get_generating_ops,,
tf.contrib.graph_editor.get_name_scope_ops,,
tf.contrib.graph_editor.get_ops_ios,,
tf.contrib.graph_editor.get_tensors,,
tf.contrib.graph_editor.get_walks_intersection_ops,,
tf.contrib.graph_editor.get_walks_union_ops,,
tf.contrib.graph_editor.get_within_boundary_ops,,
tf.contrib.graph_editor.graph_replace,,
tf.contrib.graph_editor.keep_t_if_possible_handler,,
tf.contrib.graph_editor.make_list_of_op,,
tf.contrib.graph_editor.make_list_of_t,,
tf.contrib.graph_editor.make_placeholder_from_dtype_and_shape,,
tf.contrib.graph_editor.make_placeholder_from_tensor,,
tf.contrib.graph_editor.make_regex,,
tf.contrib.graph_editor.make_view,,
tf.contrib.graph_editor.make_view_from_scope,,
tf.contrib.graph_editor.ph,,
tf.contrib.graph_editor.placeholder_name,,
tf.contrib.graph_editor.remove_control_inputs,,
tf.contrib.graph_editor.replace_t_with_placeholder_handler,,
tf.contrib.graph_editor.reroute,,
tf.contrib.graph_editor.reroute_inputs,,
tf.contrib.graph_editor.reroute_ios,,
tf.contrib.graph_editor.reroute_outputs,,
tf.contrib.graph_editor.reroute_ts,,
tf.contrib.graph_editor.select,,
tf.contrib.graph_editor.select_ops,,
tf.contrib.graph_editor.select_ops_and_ts,,
tf.contrib.graph_editor.select_ts,,
tf.contrib.graph_editor.sgv,,
tf.contrib.graph_editor.sgv_scope,,
tf.contrib.graph_editor.subgraph,,
tf.contrib.graph_editor.swap_inputs,,
tf.contrib.graph_editor.swap_ios,,
tf.contrib.graph_editor.swap_outputs,,
tf.contrib.graph_editor.swap_ts,,
tf.contrib.graph_editor.transform,,
tf.contrib.graph_editor.transform_op_if_inside_handler,,
tf.contrib.graph_editor.util,,
tf.contrib.grid_rnn,,deprecated
tf.contrib.image,,partial move to addons
tf.contrib.image.angles_to_projective_transforms,,
tf.contrib.image.compose_transforms,,
tf.contrib.image.connected_components,,
tf.contrib.image.dense_image_warp,,
tf.contrib.image.flat_transforms_to_matrices,,
tf.contrib.image.interpolate_spline,,
tf.contrib.image.matrices_to_flat_transforms,,
tf.contrib.image.rotate,,
tf.contrib.image.single_image_random_dot_stereograms,,
tf.contrib.image.sparse_image_warp,,
tf.contrib.image.transform,,
tf.contrib.image.translate,,
tf.contrib.image.translations_to_projective_transforms,,
tf.contrib.input_pipeline,,deprecated
tf.contrib.input_pipeline.obtain_next,,
tf.contrib.integrate,,
tf.contrib.integrate.odeint,,tf.scientific? (yet to be built)
tf.contrib.integrate.odeint_fixed,,
tf.contrib.keras,,tf.keras
tf.contrib.kernel_methods,,
tf.contrib.kernel_methods.KernelLinearClassifier,,
tf.contrib.kernel_methods.RandomFourierFeatureMapper,,
tf.contrib.kernel_methods.sparse_multiclass_hinge_loss,,
tf.contrib.labeled_tensor,,
tf.contrib.layers,,partial move to addons
tf.contrib.layers.GDN,,
tf.contrib.layers.RevBlock,,
tf.contrib.layers.apply_regularization,,
tf.contrib.layers.avg_pool2d,,
tf.contrib.layers.avg_pool3d,,
tf.contrib.layers.batch_norm,,
tf.contrib.layers.bias_add,,
tf.contrib.layers.bow_encoder,,
tf.contrib.layers.bucketized_column,,
tf.contrib.layers.check_feature_columns,,
tf.contrib.layers.conv1d,,
tf.contrib.layers.conv2d,,
tf.contrib.layers.conv2d_in_plane,,
tf.contrib.layers.conv2d_transpose,,
tf.contrib.layers.conv3d,,
tf.contrib.layers.conv3d_transpose,,
tf.contrib.layers.convolution,,
tf.contrib.layers.convolution1d,,
tf.contrib.layers.convolution2d,,
tf.contrib.layers.convolution2d_in_plane,,
tf.contrib.layers.convolution2d_transpose,,
tf.contrib.layers.convolution3d,,
tf.contrib.layers.convolution3d_transpose,,
tf.contrib.layers.create_feature_spec_for_parsing,,
tf.contrib.layers.crossed_column,,
tf.contrib.layers.dense_to_sparse,,
tf.contrib.layers.dropout,,
tf.contrib.layers.embed_sequence,,
tf.contrib.layers.embedding_column,,
tf.contrib.layers.embedding_lookup_unique,,
tf.contrib.layers.feature_column,,
tf.contrib.layers.flatten,,
tf.contrib.layers.fully_connected,,
tf.contrib.layers.gdn,,
tf.contrib.layers.group_norm,,
tf.contrib.layers.images_to_sequence,,
tf.contrib.layers.infer_real_valued_columns,,
tf.contrib.layers.input_from_feature_columns,,
tf.contrib.layers.instance_norm,,
tf.contrib.layers.joint_weighted_sum_from_feature_columns,,
tf.contrib.layers.l1_l2_regularizer,,
tf.contrib.layers.l1_regularizer,,
tf.contrib.layers.l2_regularizer,,
tf.contrib.layers.layer_norm,,
tf.contrib.layers.legacy_fully_connected,,
tf.contrib.layers.make_place_holder_tensors_for_base_features,,
tf.contrib.layers.max_pool2d,,
tf.contrib.layers.max_pool3d,,
tf.contrib.layers.maxout,,
tf.contrib.layers.multi_class_target,,
tf.contrib.layers.one_hot_column,,
tf.contrib.layers.one_hot_encoding,,
tf.contrib.layers.optimize_loss,,
tf.contrib.layers.parse_feature_columns_from_examples,,
tf.contrib.layers.parse_feature_columns_from_sequence_examples,,
tf.contrib.layers.real_valued_column,,
tf.contrib.layers.recompute_grad,,
tf.contrib.layers.regression_target,,
tf.contrib.layers.repeat,,
tf.contrib.layers.rev_block,,
tf.contrib.layers.safe_embedding_lookup_sparse,,
tf.contrib.layers.scattered_embedding_column,,
tf.contrib.layers.separable_conv2d,,
tf.contrib.layers.separable_convolution2d,,
tf.contrib.layers.sequence_input_from_feature_columns,,
tf.contrib.layers.sequence_to_images,,
tf.contrib.layers.shared_embedding_columns,,
tf.contrib.layers.softmax,,
tf.contrib.layers.sparse_column_with_hash_bucket,,
tf.contrib.layers.sparse_column_with_integerized_feature,,
tf.contrib.layers.sparse_column_with_keys,,
tf.contrib.layers.sparse_column_with_vocabulary_file,,
tf.contrib.layers.spatial_softmax,,
tf.contrib.layers.stack,,
tf.contrib.layers.sum_regularizer,,
tf.contrib.layers.summaries,,
tf.contrib.layers.summarize_activation,,
tf.contrib.layers.summarize_activations,,
tf.contrib.layers.summarize_collection,,
tf.contrib.layers.summarize_tensor,,
tf.contrib.layers.summarize_tensors,,
tf.contrib.layers.transform_features,,
tf.contrib.layers.unit_norm,,
tf.contrib.layers.variance_scaling_initializer,,
tf.contrib.layers.weighted_sparse_column,,
tf.contrib.layers.weighted_sum_from_feature_columns,,
tf.contrib.layers.xavier_initializer,,
tf.contrib.layers.xavier_initializer_conv2d,,
tf.contrib.learn,,deleted in favor of tf.estimator
tf.contrib.learn.BaseEstimator,,
tf.contrib.learn.DNNClassifier,,
tf.contrib.learn.DNNEstimator,,
tf.contrib.learn.DNNLinearCombinedClassifier,,
tf.contrib.learn.DNNLinearCombinedEstimator,,
tf.contrib.learn.DNNLinearCombinedRegressor,,
tf.contrib.learn.DNNRegressor,,
tf.contrib.learn.DynamicRnnEstimator,,
tf.contrib.learn.Estimator,,
tf.contrib.learn.Evaluable,,
tf.contrib.learn.Experiment,,
tf.contrib.learn.ExportStrategy,,
tf.contrib.learn.Head,,
tf.contrib.learn.InputFnOps,,
tf.contrib.learn.KMeansClustering,,
tf.contrib.learn.LinearClassifier,,
tf.contrib.learn.LinearEstimator,,
tf.contrib.learn.LinearRegressor,,
tf.contrib.learn.LogisticRegressor,,
tf.contrib.learn.MetricSpec,,
tf.contrib.learn.ModeKeys,,
tf.contrib.learn.ModelFnOps,,
tf.contrib.learn.NanLossDuringTrainingError,,
tf.contrib.learn.NotFittedError,,
tf.contrib.learn.PredictionKey,,
tf.contrib.learn.ProblemType,,
tf.contrib.learn.RunConfig,,
tf.contrib.learn.SKCompat,,
tf.contrib.learn.SVM,,
tf.contrib.learn.TaskType,,
tf.contrib.learn.Trainable,,
tf.contrib.learn.binary_svm_head,,
tf.contrib.learn.build_parsing_serving_input_fn,,
tf.contrib.learn.datasets,,
tf.contrib.learn.evaluate,,
tf.contrib.learn.extract_dask_data,,
tf.contrib.learn.extract_dask_labels,,
tf.contrib.learn.extract_pandas_data,,
tf.contrib.learn.extract_pandas_labels,,
tf.contrib.learn.extract_pandas_matrix,,
tf.contrib.learn.graph_actions,,
tf.contrib.learn.head,,
tf.contrib.learn.infer,,
tf.contrib.learn.infer_real_valued_columns_from_input,,
tf.contrib.learn.infer_real_valued_columns_from_input_fn,,
tf.contrib.learn.io,,
tf.contrib.learn.learn_runner,,
tf.contrib.learn.learn_runner.run,,
tf.contrib.learn.learn_runner.tune,,
tf.contrib.learn.make_export_strategy,,
tf.contrib.learn.models,,
tf.contrib.learn.monitors,,
tf.contrib.learn.multi_class_head,,
tf.contrib.learn.multi_head,,
tf.contrib.learn.multi_label_head,,
tf.contrib.learn.no_op_train_fn,,
tf.contrib.learn.ops,,
tf.contrib.learn.poisson_regression_head,,
tf.contrib.learn.preprocessing,,
tf.contrib.learn.read_batch_examples,,
tf.contrib.learn.read_batch_features,,
tf.contrib.learn.read_batch_record_features,,
tf.contrib.learn.read_keyed_batch_examples,,
tf.contrib.learn.read_keyed_batch_examples_shared_queue,,
tf.contrib.learn.read_keyed_batch_features,,
tf.contrib.learn.read_keyed_batch_features_shared_queue,,
tf.contrib.learn.regression_head,,
tf.contrib.learn.run_feeds,,
tf.contrib.learn.run_n,,
tf.contrib.learn.train,,
tf.contrib.learn.utils,,
tf.contrib.legacy_seq2seq,,deleted and replaced with tf.seq2seq
tf.contrib.legacy_seq2seq.attention_decoder,,
tf.contrib.legacy_seq2seq.basic_rnn_seq2seq,,
tf.contrib.legacy_seq2seq.embedding_attention_decoder,,
tf.contrib.legacy_seq2seq.embedding_attention_seq2seq,,
tf.contrib.legacy_seq2seq.embedding_rnn_decoder,,
tf.contrib.legacy_seq2seq.embedding_rnn_seq2seq,,
tf.contrib.legacy_seq2seq.embedding_tied_rnn_seq2seq,,
tf.contrib.legacy_seq2seq.model_with_buckets,,
tf.contrib.legacy_seq2seq.one2many_rnn_seq2seq,,
tf.contrib.legacy_seq2seq.rnn_decoder,,
tf.contrib.legacy_seq2seq.sequence_loss,,
tf.contrib.legacy_seq2seq.sequence_loss_by_example,,
tf.contrib.legacy_seq2seq.tied_rnn_seq2seq,,
tf.contrib.linalg,,tf.linalg
tf.contrib.linear_optimizer,,tf.estimator?
tf.contrib.linear_optimizer.SDCAOptimizer,,
tf.contrib.linear_optimizer.SdcaModel,,
tf.contrib.linear_optimizer.SparseFeatureColumn,,
tf.contrib.lite,,tf.lite
tf.contrib.lite.ConverterMode,,
tf.contrib.lite.DecodeError,,
tf.contrib.lite.Interpreter,,tf.lite.Interpreter
tf.contrib.lite.OpHint,,tf.lite.OpHint
tf.contrib.lite.OpHint.OpHintArgumentTracker,,tf.lite.OpHint.OpHintArgumentTracker
tf.contrib.lite.TFLiteConverter,,tf.lite.TFLiteConverter
tf.contrib.lite.TocoConverter,,
tf.contrib.lite.build_toco_convert_protos,,
tf.contrib.lite.constants,,tf.lite.constants
tf.contrib.lite.convert_op_hints_to_stubs,,tf.lite.convert_op_hints_to_stubs
tf.contrib.lite.toco_convert,,
tf.contrib.lite.toco_convert_protos,,
tf.contrib.lookup,,tf.lookup?
tf.contrib.lookup.HashTable,,
tf.contrib.lookup.HasherSpec,,
tf.contrib.lookup.IdTableWithHashBuckets,,
tf.contrib.lookup.InitializableLookupTableBase,,
tf.contrib.lookup.KeyValueTensorInitializer,,
tf.contrib.lookup.LookupInterface,,
tf.contrib.lookup.MutableDenseHashTable,,
tf.contrib.lookup.MutableHashTable,,
